	작성시간	작성자	위치	내용	좋아요수	해쉬태그
329	2020-04-01T05:33:13.000Z	_jiu_jjiu_	윤중중학교	#20200401_#여의도_#벚꽃_#꽃구경_#산책_#꽃은언제나옳다	12	#20200401_#여의도_#벚꽃_#꽃구경_#산책_#꽃은언제나옳다
330	2018-06-15T22:20:40.000Z	orangelife_dy.cho	윤중중학교	#2018년은내인생의금메달🥇_././👨‍🏫👩‍🏫오렌지_금융봉사단!/./이번엔_여의도에_있는_윤중중학교_학생들_대상으로_실시한_금융_교육!/./함께_일하는_동료들과_함께해서_더_뜻깊엇던_하루/./내_어릴적_막연한_꿈이였던,_강단에_서는_일이_이제는_현실이_되어버린_날~/./앞으론_더_열심히_살아야겠다고_또_한번_다짐했던_그_날~/./선생님이라_불러줘서_고마워_얘들아~/./잘생겼다고_해줘서_더_고맙고!/ㅋㅋㅋ/././#청소년금융교육_#금융업_#강사_#강의_#재능기부_#오렌지금융봉사_#여의도_#윤중중학교_#선생님_#존경합니다_#스승의은혜_#새삼또느낀날_#일상_#좋아요	98	#2018년은내인생의금메달_#청소년금융교육_#금융업_#강사_#강의_#재능기부_#오렌지금융봉사_#여의도_#윤중중학교_#선생님_#존경합니다_#스승의은혜_#새삼또느낀날_#일상_#좋아요
331	2014-08-17T00:31:25.000Z	dktheblank	윤중중학교	#KBS_#한국어_#한국어능력시험	46	#KBS_#한국어_#한국어능력시험
332	2017-06-18T03:43:35.000Z	siyou_papa	윤중중학교	20170618_12:26_경험상_기능사부터_기사까지_대체적으로_필기시험은_예상문제집만_달달외우면_합격이다!!_방금_50문제_풀고나왔는데_역시나_다_외운거라_백점예상해본다._풀었다기_보다는_눈에_낯익은_것을_고르면된다!!_전에_남자는_기름밥이지_하며_직업훈련으로_자동차차체수리를_배웠다._그당시도_필기는_백점으로_부러움을_한몸으로_받다가,_실기에서_개손을_가진_나인지라_전기용접을_개망해_결국_포기한_적이있어서_다들_필기걱정할때_난_항상_실기걱정_징크스가_있다._이번_커피는_개손이_아님을_보여주갔어!!_글구_어제_골든번호_로또는_또이또이였음_ㅜㅜ_내_팔자에_람보로기니는_힘들듯😧😧😧_버스타고_집에_돌아갑니다ㅋㅋㅋ_대중교통을_이용합시다👍👍👍	226	
333	2019-11-04T11:41:26.000Z	a.co.lab	윤중중학교	Yunjung_middle_school_remodeling/윤중중학교_교무실_리모델링/2019//#에이코랩_#젊은건축가_#건축설계_#건축디자인_#건축가_#건축_#리모델링_#리모델링공사_#공공건축_#사회적건축_#꿈을담은교실_#학교디자인/#acolab_#architecturecollaboratory_#youngarchitect_#koreanarchitect_#koreanarchitecture_#architectural_design_#architecture_#architecturerenovation_#renovationproject_#publicarchitecture_#socialarchitecture_#socialarchitect_#schooldesign	53	#에이코랩_#젊은건축가_#건축설계_#건축디자인_#건축가_#건축_#리모델링_#리모델링공사_#공공건축_#사회적건축_#꿈을담은교실_#학교디자인_#acolab_#architecturecollaboratory_#youngarchitect_#koreanarchitect_#koreanarchitecture_#architectural_design_#architecture_#architecturerenovation_#renovationproject_#publicarchitecture_#socialarchitecture_#socialarchitect_#schooldesign
334	2020-06-04T04:03:57.000Z	loomi_bbang	여의도한강공원	다음엔_라면에_맥주마시러_가야쥐☀️/#샌드위치#건강김밥싸온#참한친구/#여의도한강공원#피크닉#한강오랜만	21	#샌드위치_#건강김밥싸온_#참한친구_#여의도한강공원_#피크닉_#한강오랜만
335	2020-03-25T14:34:50.000Z	_jinvelyy__	여의도한강공원	𓂃𓂃𓂃𓊝_𓄹𓄺𓂃𓂃𓂃	131	
336	2020-06-03T12:04:02.000Z	sun.nus_j	여의도한강공원	요리보고_조리보기_☀️	59	
337	2020-06-04T09:03:32.000Z	jieun_bride	여의도한강공원	😊/#여의도한강공원/#200604/#예배_#친구_🙌🏻	45	#여의도한강공원_#200604_#예배_#친구
338	2020-06-04T03:19:25.000Z	jjjmmmcccc	여의도한강공원	#1일1한강_#친구야한강가자_#오늘의한강수온은_#22도_#미세먼지나쁨_#먼지를뚫고남산을가야하나	5	#1일1한강_#친구야한강가자_#오늘의한강수온은_#22도_#미세먼지나쁨_#먼지를뚫고남산을가야하나
339	2020-05-01T08:21:44.000Z	yunjungb	여의도한강공원	./🐤4월_30일/#그녀의연휴보내는방법_2/./눈_못뜨는_쨍쨍한_햇살_속에서/5.3k_모닝러닝에_땀_깨운하게_흘리구_클린하게_브런치🥗/뛸_때는_더워서_넘무_힘들었는데_문득_집_와서_생각해_보니까/나도...조만간...lsd해보고_싶다😇/./이상_망각의_동물_김윤정ㅋ	976	#그녀의연휴보내는방법
340	2020-05-30T03:13:47.000Z	doyeon_ring	여의도한강공원	햇빛받기//#한강공원/#태닝/#주말/#힐링	352	#한강공원_#태닝_#주말_#힐링
341	2020-06-04T15:02:06.000Z	inecooing	여의도한강공원	즐거운_사람들과_함께💕/귀여운_내_강아지😘	22	
342	2020-06-03T12:03:02.000Z	chae__in	여의도한강공원	너랑_여의도한강공원_3번째ㅎㅎ/./././././/#여의도한강공원_#여의나루한강공원_#01_#00_#20_#21_#selfie_#스무살_#셀카_#셀카스타그램_#인친환영_#팔로우반사_#좋반사_#좋아요반사_#좋반_#좋반환영_#좋반테러_#좋반해요_#instadaily_#likeforlikes_#맞팔해요_#맞팔선팔환영_#맞팔해용_#오오티디_#ootd_#데일리룩_#lfl_#fff_#followforfollowback_#like4likes	50	#여의도한강공원_#여의나루한강공원_#01_#00_#20_#21_#selfie_#스무살_#셀카_#셀카스타그램_#인친환영_#팔로우반사_#좋반사_#좋아요반사_#좋반_#좋반환영_#좋반테러_#좋반해요_#instadaily_#likeforlikes_#맞팔해요_#맞팔선팔환영_#맞팔해용_#오오티디_#ootd_#데일리룩_#lfl_#fff_#followforfollowback_#like4likes
343	2020-06-04T10:04:42.000Z	seoyu_030	여의도한강공원	내_여자친구님이랑💙/ㅤ/#22살_#일상_#찍스타그램_#셀카그램_#여자친구랑_#찰칵	49	#22살_#일상_#찍스타그램_#셀카그램_#여자친구랑_#찰칵
344	2020-06-04T11:40:14.000Z	vie_is_moon	여의도한강공원	작고_소중한_원오프	30	
345	2020-05-03T13:50:50.000Z	jjimin_0215	여의도한강공원	한강데이~/#한강_#나들이/./././#일상스타그램_#좋아요_#좋반_#좋아요반사_#좋아요테러_#선팔_#선팔맞팔_#맞팔_#맞팔해요_#fff_#following_#05_#16_#밍오즈_#오늘_#날씨_#너무좋다	117	#한강_#나들이_#일상스타그램_#좋아요_#좋반_#좋아요반사_#좋아요테러_#선팔_#선팔맞팔_#맞팔_#맞팔해요_#fff_#following_#05_#16_#밍오즈_#오늘_#날씨_#너무좋다
346	2020-05-10T16:22:39.000Z	zazzy.heroine	여의도한강공원	@yunso__o_윤서가_보정안해도_완벽한_사진이라고_올리래따!!!!	369	@yunso__o
347	2020-05-30T06:06:58.000Z	2_wjd__dnjs_0	여의도한강공원	서울살이_!-!	182	
348	2020-04-07T12:59:17.000Z	170.ki_	여의도한강공원	여의도_벚꽃축제🌚	840	
349	2020-06-04T16:38:02.000Z	0606cdh	여의도한강공원	#오늘_여의도_한강_방문//#레트로_디제이🔊🎶🎵🎶_#LP_플레이어_턴테이블//#LP판/블루투스/충전밧데리가능//#레전드_가수들🌟추억소환🌈//#동묘에서_판_구입_너무_비쌈😭가격다운_시켜주세요//#라면/김밥/커피/캔맥주/간장순살치킨/떡복이/음료//#그늘막텐트세트👍//#참새/까치/기러기/비둘기🐦🐧🕊등장	71	#오늘_#레트로_#LP_#LP판_#레전드_#동묘에서_#라면_#그늘막텐트세트👍_#참새
350	2020-06-04T09:44:46.000Z	jrannn_	여의도한강공원	흐릿☁️	21	
351	2020-05-24T12:35:40.000Z	so_xeon	여의도한강공원	풀내음_맡으며_한컷_~_^^_🌱	468	
352	2020-06-04T19:41:45.000Z	howtoidea	여의도한강공원	3_A.M._1000cal_run_done_in_all_sweat._새벽_3시_1000칼로리_공복_유산소.//#1000calories#nrc#morningvibes	39	#1000calories_#nrc_#morningvibes
353	2020-05-27T16:25:40.000Z	rim_ember_	여의도한강공원	아니야_🌞이랑🌬때문이야_나름괜찮아	98	
354	2020-06-04T07:43:55.000Z	seryung1012	여의도한강공원	백만_년_만에_외출_#한강공원_#여의도	98	#한강공원_#여의도
355	2020-05-27T06:47:13.000Z	hongjaeyeon57	여의도공원_농구장	농구다이어트🏀/아~~~더워_덥다🥵	5	
356	2019-05-26T01:56:50.000Z	h1003141592	여의도공원_잔디마당	#벤츠마라톤/오랜만에_뛰어서_엉망이었지만/친구들이_기다려죠서_잘뛰었다😙/그래도_즐거운_주말_아침쓰/./././#벤츠_#10k_#벤츠마라톤10k_#빈지노옴_#빈지노_#짱_#여의도공원_#푸마_#밥먹자_#메르세데스벤츠_#주말아침_#일요일아침	8,169	#벤츠마라톤_#벤츠_#10k_#벤츠마라톤10k_#빈지노옴_#빈지노_#짱_#여의도공원_#푸마_#밥먹자_#메르세데스벤츠_#주말아침_#일요일아침
357	2020-05-31T08:12:58.000Z	aarti_chaudhary678	여의도공원_농구장	The_sound_of_nature_is_delightful._Everyone_loves_it_._❤️❤️	44	
358	2020-05-19T12:14:30.000Z	_glnk	여의도공원_농구장	#첫줄_/_#베라크루/./STRESS_FREE/RUN_TUESDAY/./여의도_to_당산_🏃🏻‍♂️6.5KM	24	#첫줄_#베라크루
359	2018-09-09T12:04:12.000Z	siwank_89	여의도공원_농구장	그래도완주했다!!😎/#런온서울_#뉴발란스런온_#nbrcseoul	2,022	#런온서울_#뉴발란스런온_#nbrcseoul
360	2020-06-04T08:46:24.000Z	cozymooood	여의도공원_농구장	왜_자꾸_완빵을_노려./완빵을_노리냐구./#trashtalk	0	#trashtalk
361	2020-05-29T03:59:16.000Z	juni_vuitton	여의도공원_농구장	⠀/————————————————/⠀/☀️/⠀/오늘은_불금ㅎㅎ/퇴근까지_5시간_남았다./⠀/빨리_집가서_하시3_랑_슬의생_몰아봐야지/⠀/————_Have_a_nice_day_————	119	
362	2020-05-24T04:24:54.000Z	yupnsup	여의도공원_농구장	일요일의_체육활동._어젯밤에는_늘_농구하던_골대를_뺏겼다는_생각에_좀_짜증이_났는데,_오늘은_내자리가_없어져도_하나도_짜증이_안난다ㅎㅎ_아이들은_보고만_있어도_기분이_참_좋아져._신기해._다만_전제는_care가_아니라_look이라는_것^^_이제_집가쟈🤗	12	
363	2019-09-08T15:59:02.000Z	dreamer.nat.cher	여의도공원_농구장	Как_хорошо_и_как_приятно,_когда_друзья_живут_в_единстве!/#korea_🖤🖤🖤	150	#korea
364	2020-05-20T04:37:43.000Z	lethe2018	여의도공원_농구장	옴파로스//세계의_중앙/우주의_배꼽//땅을_등지고/하늘에_온_몸을_열면//세상의_중심은//나//_여의도_공원을_지나는데/그_넓은_광장에_딱_한_청년이/단상위에_누워있더군요//나도_그를_따라/저_푸른_하늘_속으로/풍덩_온_몸을_던질까//하다가//정신_차리고/방송국으로/가던_길_마저/걸었더랬습니다//청춘이란..._././#여의도_#한때는_#5.16광장_#지금은_#여의도공원_#텅빈_#농구대_#6.25_#참전_#항공기_#사진_#사진스타그램	104	#여의도_#한때는_#5_#지금은_#여의도공원_#텅빈_#농구대_#6_#참전_#항공기_#사진_#사진스타그램
365	2019-09-29T05:39:39.000Z	oli_jin	여의도공원_농구장	히히히히_백만년만에_나간_#러닝대회_#패키지_도_알차고_다_#간식_도_맛있고_다_너무너무_좋았지롱😛/#런온서울_#뉴발란스_#나런다닮/#러닝_#메달주진_#running_#여의도러닝_#런온서울2019/#2019런온서울_#runonseoul_#runonseoul2019	1,716	#러닝대회_#패키지_#간식_#런온서울_#뉴발란스_#나런다닮_#러닝_#메달주진_#running_#여의도러닝_#런온서울2019_#2019런온서울_#runonseoul_#runonseoul2019
366	2020-05-29T14:17:02.000Z	ilyong_.24	여의도공원_농구장	무릎아퍼서_요양중/바람쐬러_여공출동~~^^/#R&G#농구인#야간농구#여공🏀	9	#R_#농구인_#야간농구_#여공🏀
367	2020-05-25T11:28:40.000Z	briansomers29	여의도공원_농구장	Now_boasting_the_National_Assembly_building,_numerous_broadcasting_corporation_headquarters,_and_loads_of_sky_scrapers_Yeouido_was_once_home_to_an_air_field_now_marked_by_a_long_and_narrow_park_where_a_runway_once_was._#여의도_#여의도공원_#여의도공항_#여의도비행장	13	#여의도_#여의도공원_#여의도공항_#여의도비행장
368	2019-09-29T03:40:05.000Z	uniii_90	여의도공원_잔디마당	#뉴발란스_#런온서울/2초만_일찍들어올걸_ㅠㅠㅋㅋㅋㅋ_많이_쉬면서_뛴거치곤_꽤_잘나와따_🤷🏻‍♀️_들어올때_영상_찍지말고_달릴걸^^...._갱이는_나_버리고_먼저감...^^_고독한_싸움_🤸🏻‍♀️_하고나니_뿌듯,,_구독자님들도_많이_만나고_😆❤️_자형한테_리그램도_당하고,,_저은_하루다_🥰	1,492	#뉴발란스_#런온서울
369	2020-06-03T10:41:13.000Z	ji__enu._.i	여의도공원_농구장	#임보일기/이배기랑_복똘이_합사완료/수시로_카메라_체크하는데_둘이_꽁냥꽁냥_귀여운것들_❤️/어제는_복똘델꼬_여의동공원_(힘들...앞으로_그냥_집앞공원가자)	40	#임보일기
370	2019-07-28T03:53:51.000Z	k_jiwon33	여의도공원_잔디마당	인증됨		
371	2020-04-27T13:17:22.000Z	chocolate_yoon	여의도공원_농구장	여의도공원_4바퀴🤍/./오늘_일_엄청_많아서_물도_못마시고_일하다가_여공_와서_갑자기_신나버리기🥰🥰/./패기있게_10키로_뛰겠다그랬다가_중간에_한_3번_멈출뻔../일주일만에_뛰어서_그런지_몸이_뛰기_싫어하드라😥😪/./희수오빠_칼페로_10키로_500_성고옹🔥/./이제_5월부터_다들_공부하느라_바뻐서_얼굴_잘_볼_수_있을진_모르겠지만!!/하고_싶은_거_다_이루면서_살아보아요🙂❣/./././#여의도공원_#유산소운동중독_#러닝_#월요런	128	#여의도공원_#유산소운동중독_#러닝_#월요런
372	2020-05-19T04:34:05.000Z	prince_of_croquis	여의도공원_농구장	응암동_서태웅_선생님💕/⠀/이_양반은_기타도_잘치는데.../‘곡을_너무_잘_쓴다’_(타고나는_거야ㅜㅜ)/⠀/좋아하는_음악가/쟁겨놓신_곡._많이_푸셨으면_조케따././././#음악가/#김미옹/#투스토리/#네눈박이나무밑쑤시기/#인디계의익룡쌤/#오렌지에피폰카지노/#넘잘어울리심/#부럽다/#질투난다/#croquis/#drawing/#크로키/#드로잉/#그림스타그램	38	#음악가_#김미옹_#투스토리_#네눈박이나무밑쑤시기_#인디계의익룡쌤_#오렌지에피폰카지노_#넘잘어울리심_#부럽다_#질투난다_#croquis_#drawing_#크로키_#드로잉_#그림스타그램
373	2020-05-19T12:14:27.000Z	baseline_28	여의도공원_농구장	#첫줄_/_#베라크루/./STRESS_FREE/RUN_TUESDAY/./여의도_to_당산_🏃🏻‍♂️6.5KM	21	#첫줄_#베라크루
374	2019-11-03T01:21:17.000Z	noon.noonii_rd	여의도공원_잔디마당	_/더디지만,_조금씩_조금씩_좋아지는_기록에_힘이나요_🥳/신난다아아아ㅏㅏ🙌/_/✔️벤츠런_01:04:53/✔️런온서울_00:55:53/✔️JTBC마라톤_⭐️_00:53:06/✔️시즌마감_목표_🔥_00:50:00/_/#jtbc마라톤_#러닝_#런스타그램_#마라톤_#10k_#달리기그램_#운동하는남자_#운동하는여자_#브이로그_#동영상그램_#JTBC_#instarunner_#marathon_#fitgirl_#제마_#running_#jtbc서울마라톤/_/#aftershokz_#aeropex_#애프터샥_#골전도이어폰_#에어로펙스_@activelife.co.kr_@aftershokzkr	2,128	#jtbc마라톤_#러닝_#런스타그램_#마라톤_#10k_#달리기그램_#운동하는남자_#운동하는여자_#브이로그_#동영상그램_#JTBC_#instarunner_#marathon_#fitgirl_#제마_#running_#jtbc서울마라톤_#aftershokz_#aeropex_#애프터샥_#골전도이어폰_#에어로펙스_@activelife.co.kr_@aftershokzkr
375	2019-05-27T04:48:38.000Z	jiamood	여의도공원_잔디마당	깝치는_모습도_이르케_찍어주는_수달이들🥰/사랑합니댜_캬캬❤️/././././#흥넘쳤던_#벤츠런_🏃🏻‍♀️/#러닝크루_#수달_#SWRC	598	#흥넘쳤던_#벤츠런_#러닝크루_#수달_#SWRC
376	2020-04-28T10:13:39.000Z	its_milstar	머니투데이_방송	예쁜건_하나_더❣️	186	
377	2020-04-19T13:01:12.000Z	mustpeace	머니투데이_방송	:/놀러와요_밤열시♥️/실시간으로_펼쳐지는_투표!!/집계영상_실시간으로_만드느라/바쁜_우리_제작진😎😎/#금손_#어벤져스_#쵝오야/_/캡처_너무_어렵다.../그냥_생방송으로_보라구우우✨/#머니투데이방송_#MTN_#여의도주식왕	148	#금손_#어벤져스_#쵝오야_#머니투데이방송_#MTN_#여의도주식왕
378	2019-07-12T10:22:43.000Z	kimjaneann	머니투데이_방송	머리랑_옷_둘다_맘에든날💎(허리_강조옷!!ㅋㅋㅋ)/스튜디오_이제_편안해서_셀카까지_찍어봄🤔/우리_피디님_천사천사_😭/뭐하나_더_알려주시려고_고생고생하시고_ㅠㅠ_초반엔_혼내셨지만_지금은_웃으면서_퇴근🌸🌸🌸_취업해서_행복해유~~~_@anastaracademy	102	@anastaracademy
379	2020-06-05T05:33:19.000Z	its_milstar	머니투데이_방송	🌷/⠀/어제_방송에서_입었던_#미니멈원피스/참하고_예쁘다고_칭찬해주셔서_저장💕/⠀/#미니멈_#MINIMUM_#앤마들린/@minimum_korea_@nmodelin_official	88	#미니멈원피스_#미니멈_#MINIMUM_#앤마들린_@minimum_korea_@nmodelin_official
380	2020-04-15T22:45:32.000Z	fin.partner_kdh	머니투데이_방송	매주_목요일은_08:40~09:30,_머니투데이에서/종목별_투자의견,_개장_후_시황_및_섹터별_동황_중계를_진행합니다.//https://youtu.be/2qVo0wlAGb0/(12시간_이내_송출된_방송은_유튜브_채널에서_해당시간_방송을_돌려보기가_가능합니다.)_명절_때마다_틀어주는_귀성길_교통방송처럼,_TV_보시면서_실시간으로_투자하시면_손해만_납니다._업무로_받은_스트레스_증시창_쳐다보며_폭발하지_마시고,_가족•친구와_불금_계획을_세우시길_권해드립니다././././/#머니투데이_#투자관점_#포트폴리오_#종합자산관리	14	#머니투데이_#투자관점_#포트폴리오_#종합자산관리
381	2016-04-23T11:15:39.000Z	apricotyeon	머니투데이_방송	인증됨	450	
382	2020-02-24T05:18:54.000Z	pfedk912	머니투데이_방송	오늘부터_여기에서도_일하게됐어용~😌/#드디어바라고바라던경제방송입성입니다	219	#드디어바라고바라던경제방송입성입니다
383	2020-05-01T08:52:49.000Z	dr.kongdental_official	머니투데이_방송	_/안녕하세요,_공진철치과입니다_:)❤️/오늘_18시_30분,_MTN_#머니투데이_#신영일의비즈정보플러스_에서/🔜_#공진철치과_의_매직코어_임플란트에_대한_방송이_방영되니,/많은_관심과_#본방사수_부탁드립니다~🙇🏻‍♀️💜	46	#머니투데이_#신영일의비즈정보플러스_#공진철치과_#본방사수
384	2018-06-07T23:32:42.000Z	sori_onlbysori_	머니투데이_방송	._./금요일_분장실_아침_🌞/#mtn머니투데이	261	#mtn머니투데이
385	2020-02-02T04:12:43.000Z	its_milstar	머니투데이_방송	🎥/2월_3일_월요일부터_머니투데이_MTN의_새_방송_“구해줘_스탁!”을_진행하게_되었습니다!//매일밤_11시,_많은_시청과_응원_부탁드려요☺️_유튜브_머니투데이_채널에서도_동시_시청_가능합니다💕//데일리방송을_이끌어가기엔_스스로도_많이_부족함을_느끼지만,_꼭_하고_싶었던_방송인_만큼_감사함으로_열심히_공부하고_준비하겠습니다🥰❤️_도와주시고_축하해주신_분들_모두_진심으로_고맙고_또_감사드려요🙏🏻	274	
386	2020-04-22T05:31:07.000Z	its_milstar	머니투데이_방송	알록달록밀라💐/내_사랑_채원쌤_작품_모아보기💕/어떤_날이_제일_잘_어울릴까요~🙋🏻‍♀️?/Made_by_@chaewon_sy95	275	@chaewon_sy95
387	2020-05-15T14:24:54.000Z	its_milstar	머니투데이_방송	금요일밤도_함께해용🙋🏻‍♀️/오늘은_(연)보라돌이~~/#머니투데이방송_#구해줘스탁_❤️	0	#머니투데이방송_#구해줘스탁
388	2020-05-23T12:47:52.000Z	zipkok_master	머니투데이_방송	"#코로나19//포스트_코로나,_코로나_쇼크가_만들어낼_새로운_미래,/그리고_우리_경제의_생존과_도약을_위해_잡아야할_기회에_대해_논해_봅니다.//올해로_6회를_맞이하는_""글로벌이슈2020""//언택트_시대에_발맞춰_올해는_호텔_행사장이_아니라_방청객,_해외석학을_모두_온라인으로_만나_토론의_장을_펼쳤습니다.//주말에도_봉봉이_엄마는_열일_중_😎//#머니투데이방송_#글로벌이슈_#2020/#주말순삭_#주말근무_#임신후기_#임신28주"	83	#코로나19_#머니투데이방송_#글로벌이슈_#2020_#주말순삭_#주말근무_#임신후기_#임신28주
389	2019-11-18T06:24:18.000Z	dooriful__day	머니투데이_방송	[#두리]_기분_좋은_하루,✨🖤🧡/#아츄_❄️	1,653	#두리_#아츄
390	2020-05-08T11:15:06.000Z	its_milstar	머니투데이_방송	오늘은_다소_긴_글이_될_수도_있겠네요_#긴글주의_입니다:)_이리도_활짝-_밝은_웃음을_보이는_이_친구를_보니_괜히_만감이_교차하더라구요._다소_힘든_2019년을_보냈었는데,_언제_그랬냐는_듯_너무_행복해보였어요./-/아나운서로서_제대로_도전해보겠다고_무작정_서울을_올라와서는,_제가_할_수_있는_건_하루종일_눈이_빠져라_공부하고_목이_쉬어라_연습하는_것_뿐이었어요._잠을_줄였고,_피로는_쌓였고,_마음의_무게도_함께_쌓였던_것_같아요._지금_생각해보면_실력도_함께_쌓여가고_있었을텐데-_그런건_봐주지_못했어요./-/그러다_앵커_겸_PD_라는_명목으로,_영상_편집과_방송준비를_겸하는_일을_시작하게_됐어요._감사한_제안이었고,_여전히_그_일을_했던_건_결과적으로_많이_배우고_얻은_시간이었다고_생각해요._그런데,_정작_내가_정말_몰두해야하고_하고_싶은_일은_따로_있는데-_일에_치여_하나도_못하고_있으니_사람이_정말_눌리더라구요./-/그동안_배우고_연습한_건_다_무슨_소용이었나_싶고,_다_차려놓은_밥상도_못_떠먹는_제가_너무_싫었고._주변_동기,_언니들이_화면에_나오는_걸_보며_조급한_마음까지_더해졌어요._살이_찌고_피부도_안좋아지고_숨이_턱턱_막히는_하루를_살아내며,_병원에_눕는_날이_많아졌어요._세상_내_편인_사람_한_명,_딱_한_사람만_내_얘기_좀_들어주면_버티겠다_싶었는데_그것조차_어려웠어요._그럴_수_밖에요._저_조차도_제_편이_아니었고,_제가_저의_이야기를_안듣고_있었으니까./-/어떻게_견뎌왔는지._묵묵히_울고불고_참으며_지나와보니,_참_과분한_사랑을_받고_있는_요즘이예요._마음과_생활에_여유가_생겼고._돌아와보니_“참_애썼다”_얘기해줄_수_있는_오늘의_여유도._이렇게_부모님께_감사하다고_연락드렸다가,_되려_너무_자랑스러운_딸이라는_말을_듣고_두_배의_행복을_얻어버린._이_사진도_나를_예쁘게_가꿔주고_내_예쁜_모습을_담아준_분장실_채원쌤_덕에_남겼고._다_말하지_못해도_감사한_것_투성이였던_하루._그리고_요즘./-/제가_힘들었다는_얘기가_아니라,_분명_힘든_시기는_얼마나_걸리든_어떤_방법이든_지나간다는_것._돌아보면_분명_나에게_힘이_될_것과_힘을_주려는_사람이_있다는_것._나를_응원하는_사람이_생각보다_많다는_것._너무_힘들어서_먹구름에_다_가리더라도,_그_뒤엔_맑은_하늘과_반짝이는_빛이_분명_있다는_걸_얘기하고_싶었어요./-/밤_11시._“내일은_뭐가_또_돈이_되려나”_하고_지친_마음으로_보는_방송일_수도,_더_나은_삶을_기대하며_희망을_안고_보고_계실_수도_있을_것_같아요._#구해줘스탁_을_통해서도_분명_위로와_희망을_드릴_수_있지_않을까-_소박하고도_큰_꿈을_가지고_방송을_준비해봅니다._좋은_금요일밤이_되시길_바라며_저도_힘내서!_구해드릴게요!_아쟈❤️🔥_#11시_#머니투데이방송_#MTN_#갑자기분위기홍보_ㅎㅎㅎ히힣_(❁´▽`❁)	310	#긴글주의_#구해줘스탁_#11시_#머니투데이방송_#MTN_#갑자기분위기홍보
391	2017-11-22T09:02:52.000Z	dashowming	머니투데이_방송	3년전의_나!_짧은머리_한지가_언제인지_찾아보다가_발견한_사진/근데_지금보다_딱히_어려보이진_않.......🤔_왜지/#리포터_#MC_#모델이랑다른재미#사실방송이좀더재밌음	218	#리포터_#MC_#모델이랑다른재미_#사실방송이좀더재밌음
392	2020-04-28T10:10:33.000Z	its_milstar	머니투데이_방송	🤍/오늘_밀라앵커는_예쁜_리본을_득템_(❁´▽`❁)!/예쁘게_만들어준_금손_채원쌤_쨔랑행💓	234	
393	2017-10-24T00:10:50.000Z	from.my97	머니투데이_방송	#화요일/오늘은_대학원_시험_2개/마켓_배송_최종_완료/방송_브리핑_추가/음..._바쁠_듯_합니다-!_대신_내일이_오면_너무_기쁘겠죠!/././#일상_#데일리_#출근_#방송_#생방송_#경제방송_#앵커_#MTN_#머니투데이방송_#단발_#직장인_#daily_#potd_#ootd_#onair		#화요일_#일상_#데일리_#출근_#방송_#생방송_#경제방송_#앵커_#MTN_#머니투데이방송_#단발_#직장인_#daily_#potd_#ootd_#onair
394	2020-05-19T08:48:55.000Z	zipkok_master	머니투데이_방송	머니투데이방송_앵커_박소현입니다//머니투데이방송_미녀기자(@beauty.choi2)의/지목으로_챌린지에_참여하게_되었습니다./오늘_새벽_미국_바이오사_모더나의_코로나19/백신_후보물질이_임상_1상_시험을_통과해_화제가/되고_있죠._앞으로도_통과해야할_절차가_많지만_기대를_걸어볼만한_소식입니다._현재_전_세계에서_개발되고_있는_코로나19_후보_백신만_100여개에_달하는데,_하루_빨리_좋은_결과가_전해졌으면_좋겠습니다.//코로나19_사태_이후_밤낮_없이_애쓰고_계실/우리_의료진들_감사합니다./사회적_거리두기는_완화됐지만,_오늘도_우리는/상대방을_배려하는_마음으로_하루를_보내봅니다._'존경합니다'라는_뜻을_담은_수화로/의료진들께_마음을_전합니다.//#덕분에챌린지_#챌린지레이스_#덕분에캠페인_#의료진덕분에_#의료진을응원합니다_#응원합니다_#존경합니다_#덕분입니다_#감사합니다//#하나더_#머니투데이방송/#함께해주시는_#시청자께도_#감사드립니다	83	@beauty.choi2_#덕분에챌린지_#챌린지레이스_#덕분에캠페인_#의료진덕분에_#의료진을응원합니다_#응원합니다_#존경합니다_#덕분입니다_#감사합니다_#하나더_#머니투데이방송_#함께해주시는_#시청자께도_#감사드립니다
395	2020-04-29T09:53:01.000Z	its_milstar	머니투데이_방송	#MTN_#구해줘스탁_!//주식의_신_병진전문가,_단타의_여신_지은전문가/두_분_덕에_시청률_쭉-_올라가네요!//잘생기고_예쁘신_최고의_전문가님과/오늘도_알찬_방송으로_보답할게요❤️ㅎㅎ//매일_밤11시_머니투데이방송으로_놀러오세요:)	244	#MTN_#구해줘스탁
396	2020-05-21T10:32:38.000Z	its_milstar	머니투데이_방송	with_#개그맨김성원/분장실_시간_겹쳐서_매주_보면서/덕분에_하루에_한번씩_더_웃음ㅋㅋㅋ/분장실에서는(?)_고령자인_성원오빠랑/오늘은_셀카타임✌🏻내_폰에_본인_셀카는_왜_찍어놓은거얔ㅋㅋㅋㅋㅋ고이_간직할게요?_(실제론_더_잘생김😏)	269	#개그맨김성원
